Ticker,Company Name,Sector,Industry Group,Country,Dividend Yield,Dividend Payout Ratio,Last
WAB,Westinghouse Air Brake Technologies Corp,Services,Railroads,United States of America,0.006624,0.224351,74.64
WABC,Westamerica Bancorp,Financial,Regional - Pacific Banks,United States of America,0.026671,0.550719,63.23
WAL,Western Alliance Bancorp,Financial,Regional - Pacific Banks,United States of America,0.010722,0.199961,96.15
WASH,Washington Trust Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.041132,0.50837,51.59
WBS,Webster Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.028239,0.692772,59.26
WD,Walker & Dunlop Inc,Financial,Mortgage Investment,United States of America,0.015848,0.226669,100.62
WDR,Waddell & Reed Financial Inc,Financial,Asset Management,United States of America,0.04,0.902542,25.18
WEC,WEC Energy Group Inc,Utilities,Electric Utilities,United States of America,0.031296,0.664225,84.47
WELL,Welltower Inc,Financial,REIT - Healthcare Facilities,United States of America,0.034992,1.398391,70.3
WEN,Wendys Co,Services,Restaurants,United States of America,0.013416,0.550496,19.67
WERN,Werner Enterprises Inc,Services,Trucking,United States of America,0.007913,0.147198,45.97
WES,Western Gas Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.06286,1.392878,20.03
WFC,Wells Fargo & Co,Financial,Money Center Banks,United States of America,0.021798,1.712772,37.43
WHD,Cactus Inc,,,United States of America,0.010387,0.564789,36.89
WHR,Whirlpool Corp,Consumer Goods,Appliances,United States of America,0.026243,0.290383,195.3
WINA,Winmark Corp,Services,"Specialty Retail, Other",United States of America,0.021317,0.099194,180.79
WING,Wingstop Inc,Services,Restaurants,United States of America,0.045945,7.02789,120.31
WIRE,Encore Wire Corp,Technology,Diversified Electronics,United States of America,0.001216,0.021691,67.01
WLK,Westlake Chemical Corp,Basic Materials,Specialty Chemicals,United States of America,0.012575,0.514745,89.36
WLKP,Westlake Chemical Partners LP,Basic Materials,Chemicals - Major Diversified,United States of America,0.081101,1.108698,23.59
WM,Waste Management Inc,Industrial Goods,Waste Management,United States of America,0.018871,0.619652,118.7
WMB,Williams Companies Inc,Basic Materials,Oil & Gas Pipelines,United States of America,0.066363,10.737374,24.25
WMK,Weis Markets Inc,Services,Grocery Stores,United States of America,0.021663,0.281749,58.35
WNEB,Western New England Bancorp Inc,Financial,Savings & Loans,United States of America,0.023753,0.527026,8.6
WPC,W. P. Carey Inc,Financial,REIT - Diversified,United States of America,0.062093,1.57157,67.67
WPP,Wausau Paper Corp ,Services,Advertising Agencies,United States of America,0.010742,1.569935,62.51
WRB,W. R. Berkley Corp,Financial,Property & Casualty Insurance,United States of America,0.00665,0.157879,72.94
WRI,Weingarten Realty Investors,Financial,REIT - Retail,United States of America,0.04975,1.42935,26.6
WSBC,WesBanco Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.037803,0.720207,35.03
WSBF,Waterstone Financial Inc,,,United States of America,0.067061,0.38844,20.62
WSFS,WSFS Financial Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.009301,0.215046,52.13
WSM,Williams-Sonoma Inc,Services,Home Furnishing Stores,United States of America,0.015972,0.452036,127.95
WSO,Watsco Inc,Services,Electronics Wholesale,United States of America,0.030386,0.953406,239.73
WSR,Whitestone REIT,Financial,REIT - Retail,United States of America,0.044071,1.728552,9.64
WST,West Pharmaceutical Services Inc,Healthcare,Medical Instruments & Supplies,United States of America,0.002565,0.138937,262.23
WSTG,Wayside Technology Group Inc,Services,Computers Wholesale,United States of America,0.028494,0.761401,25.09
WTBA,West Bancorporation Inc,Financial,Regional - Southwest  Banks,United States of America,0.03527,0.422322,25.11
WTFC,Wintrust Financial Corp,Financial,Regional - Midwest Banks,United States of America,0.015066,0.29315,79.39
WTM,White Mountains Insurance Group Ltd,Financial,Property & Casualty Insurance,United States of America,0.0009,0.005879,1166.1
WTS,Watts Water Technologies Inc,Industrial Goods,Industrial Equipment & Components,United States of America,0.008053,0.274716,116.74
WU,Western Union Co,Financial,Credit Services,United States of America,0.038347,0.497514,24.09
WVFC,W V S Financial Corp,Financial,Savings & Loans,United States of America,0.025936,0.402292,15.4227
WWE,World Wrestling Entertainment Inc,Services,Entertainment - Diversified,United States of America,0.009129,0.28268,53.52
WY,Weyerhaeuser Co,Industrial Goods,"Lumber, Wood Production",United States of America,0.010363,0.478043,33.76
XEL,Xcel Energy Inc,Utilities,Electric Utilities,United States of America,0.029192,0.581127,61.39
XYL,Xylem Inc,Industrial Goods,Diversified Machinery,United States of America,0.013401,0.740157,100.32
YORW,York Water Co,Utilities,Water Utilities,United States of America,0.017694,0.57099,42.76
YUM,Yum! Brands Inc,Services,Restaurants,United States of America,0.018442,0.626106,104.33
YUMC,Yum China Holdings Inc,Services,Restaurants,United States of America,0.004055,0.157442,60.42
ZION,Zions Bancorp,Financial,Regional - Pacific Banks,United States of America,0.025204,0.480519,55.78
ZTS,Zoetis Inc,Healthcare,Drugs - Generic,United States of America,0.005903,0.23044,145.68
