Ticker,Company Name,Sector,Industry Group,Country,Dividend Yield,Dividend Payout Ratio,Last
EBTC,Enterprise Bancorp Inc,Financial,Savings & Loans,United States of America,0.02297,0.228393,32.38
ED,Consolidated Edison Inc,Utilities,Electric Utilities,United States of America,0.045848,1.72465,68.32
EFSC,Enterprise Financial Services Corp,Financial,Regional - Southwest  Banks,United States of America,0.016129,0.266119,46.11
EFX,Equifax Inc,Financial,Credit Services,United States of America,0.011903,0.368871,169.75
EGBN,Eagle Bancorp Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.017272,0.214269,51.91
EGOV,NIC Inc,Technology,Application Software,United States of America,0.010502,0.355687,34.2
EGP,Eastgroup Properties Inc,Financial,REIT - Industrial,United States of America,0.023251,1.104935,135.7
EHC,Encompass Health Corp,Healthcare,Specialized Health Services,United States of America,0.014355,1.21886,79.84
EIG,Employers Holdings Inc,Financial,Accident & Health Insurance,United States of America,0.02867,0.257095,35.86
EIX,Edison International,Utilities,Electric Utilities,United States of America,0.04516,1.200918,57.67
ELS,Equity LifeStyle Properties Inc,Financial,REIT - Residential,United States of America,0.023181,1.064333,59.81
EMCF,Emclaire Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.040897,0.582107,29.342
EME,EMCOR Group Inc,Industrial Goods,General Contractors,United States of America,0.00369,0.133471,104.59
EML,Eastern Co,Industrial Goods,Small Tools & Accessories,United States of America,0.016529,0.269647,26.83
EMN,Eastman Chemical Co,Basic Materials,Chemicals - Major Diversified,United States of America,0.024013,0.732106,115.29
ENBL,Enable Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.097093,4.843373,6.92
ENR,Energizer Holdings Inc,Consumer Goods,Personal Products,United States of America,0.028011,2.438849,44.72
ENSG,Ensign Group Inc,Healthcare,Long-Term Care Facilities,United States of America,0.002453,0.078856,80.78
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,United States of America,0.003292,0.146609,100.32
EPD,Enterprise Products Partners LP,Basic Materials,Independent Oil & Gas,United States of America,0.07788,1.042129,23.17
EPRT,Essential Properties Realty Trust Inc,,,United States of America,0.041223,2.033366,22.87
EQC,Equity Commonwealth,Financial,REIT - Office,United States of America,0.122678,0.968013,28.71
EQIX,Equinix Inc,Financial,Information & Delivery Services,United States of America,0.017976,2.561469,610.47
EQR,Equity Residential,Financial,REIT - Residential,United States of America,0.035588,0.967428,68.88
ERIE,Erie Indemnity Co,Financial,Insurance Brokers,United States of America,0.025954,0.930441,234.19
ES,Eversource Energy,Utilities,Diversified Utilities,United States of America,0.02983,0.620263,80.65
ESCA,Escalade Inc,Consumer Goods,Sporting Goods,United States of America,0.025554,0.287885,21.39
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals,United States of America,0.005549,0.163804,18.49
ESS,Essex Property Trust Inc,Financial,REIT - Residential,United States of America,0.031691,0.9462,264.87
ESXB,Community Bankers Trust Corp,Financial,Diversified Investments,United States of America,0.027027,0.300651,8.25
ET,"ExactTarget, Inc.",Technology,Application Software,United States of America,0.113806,30.571429,8.14
ETPpC,Energy Transfer Partners LP,,,United States of America,0.082858,20.765273,22.25
EVA,Enviva Partners LP,Industrial Goods,"Lumber, Wood Production",United States of America,0.063425,7.79959,48.25
EVBN,Evans Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.03437,0.6058,33.97
EVR,Evercore Inc,Financial,Asset Management,United States of America,0.01974,0.367105,123.2
EVRG,Evergy Inc,,,United States of America,0.037395,0.738095,55.35
EWBC,East West Bancorp Inc,Financial,Foreign Money Center Banks,United States of America,0.015852,0.278659,75.04
EXC,Exelon Corp,Utilities,Diversified Utilities,United States of America,0.038471,0.763562,39.67
EXPD,Expeditors International of Washington Inc,Services,Air Delivery & Freight Services,United States of America,0.011147,0.250538,96.56
EXPO,Exponent Inc,Services,Management Services,United States of America,0.008174,0.481818,94.63
EXR,Extra Space Storage Inc,Financial,REIT - Industrial,United States of America,0.029503,0.968697,123.71
FAF,First American Financial Corp,Financial,Property & Casualty Insurance,United States of America,0.034888,0.283603,50.92
FAST,Fastenal Co,Services,Industrial Equipment Wholesale,United States of America,0.032375,0.935165,45.19
FBC,Flagstar Bancorp Inc,Financial,Savings & Loans,United States of America,0.004765,0.020446,43.78
FBHS,Fortune Brands Home & Security Inc,Consumer Goods,Home Furnishings & Fixtures,United States of America,0.011892,0.244949,85.8
FBIZ,First Business Financial Services Inc,Financial,Regional - Midwest Banks,United States of America,0.028184,0.332901,25.61
FBK,FB Financial Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.008431,0.317825,45.15
FBMS,First Bancshares Inc,Financial,Regional - Southeast Banks,United States of America,0.013282,0.153816,34.97
FBNC,First Bancorp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.017557,0.256956,42.77
FBSS,Fauquier Bankshares Inc,Financial,Regional - Southeast Banks,United States of America,0.024305,0.311013,20.36
FCAP,First Capital Inc,Financial,Savings & Loans,United States of America,0.01895,0.335568,55.09
FCBC,First Community Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.036657,0.510961,28.38
FCCO,First Community Corp,Financial,Regional - Southwest  Banks,United States of America,0.025737,0.318056,19.76
FCCY,1st Constitution Bancorp,Financial,Regional - Northeast Banks,United States of America,0.019533,0.223059,19.39
FCF,First Commonwealth Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.031161,0.585211,14.59
FCFS,FirstCash Inc,Financial,Credit Services,United States of America,0.01617,0.419895,68.59
FCNCA,First Citizens BancShares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.002218,0.061809,777.73
FCPT,Four Corners Property Trust Inc,Financial,REIT - Diversified,United States of America,0.0463,1.116145,27.41
FDBC,Fidelity D&D Bancorp Inc,,,United States of America,0.020553,0.467146,56.6
FDP,Fresh Del Monte Produce Inc,Consumer Goods,Farm Products,United States of America,0.01107,0.457883,28.38
FE,FirstEnergy Corp,Utilities,Electric Utilities,United States of America,0.04696,0.783133,33.21
FELE,Franklin Electric Co Inc,Industrial Goods,Industrial Electrical Equipment,United States of America,0.008681,0.293356,77.13
FF,FutureFuel Corp,Basic Materials,Chemicals - Major Diversified,United States of America,0.224532,1.24909,14.98
FFBC,First Financial Bancorp,Financial,Regional - Midwest Banks,United States of America,0.039965,0.575643,24.1
FFG,FBL Financial Group Inc,Financial,Life Insurance,United States of America,0.061641,1.191947,56.65
FFIC,Flushing Financial Corp,Financial,Savings & Loans,United States of America,0.038391,0.392389,22.64
FFIN,First Financial Bankshares Inc,Financial,Regional - Southwest  Banks,United States of America,0.011361,0.34805,46.72
FFNW,First Financial Northwest Inc,Financial,Regional - Pacific Banks,United States of America,0.029133,0.447794,13.75
FFWM,First Foundation Inc,Financial,Regional - Midwest Banks,United States of America,0.015997,0.148206,23.93
FGBI,First Guaranty Bancshares Inc,Financial,Regional - Southeast Banks,United States of America,0.038278,0.365372,17.21
FHB,First Hawaiian Inc,Financial,Regional - Pacific Banks,United States of America,0.036749,0.727301,29.33
FHN,First Horizon National Corp,Financial,Regional - Southeast Banks,United States of America,0.036765,0.292882,17.1
FIBK,First Interstate BancSystem Inc,Financial,Regional - Pacific Banks,United States of America,0.044564,0.797767,47.83
FIS,Fidelity National Information Services Inc,Technology,Information Technology Services,United States of America,0.010224,5.292683,141.15
FISI,Financial Institutions Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.036049,0.472542,29.91
FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks,United States of America,0.030371,0.601261,36.79
FIX,Comfort Systems USA Inc,Industrial Goods,General Contractors,United States of America,0.006321,0.103231,69.93
FLIC,First of Long Island Corp,Financial,Regional - Northeast Banks,United States of America,0.038027,0.432628,19.91
FLIR,FLIR Systems Inc,Technology,Scientific & Technical Instruments,United States of America,0.012772,0.421217,54.55
FLMN,Falcon Minerals Corp,Conglomerates,Conglomerates,United States of America,0.045139,1.971054,4.63
FLO,Flowers Foods Inc,Consumer Goods,Processed & Packaged Goods,United States of America,0.035714,1.098163,22.95
FLS,Flowserve Corp,Industrial Goods,Diversified Machinery,United States of America,0.020828,0.821566,39.82
FMAO,Farmers & Merchants Bancorp Inc,Financial,Savings & Loans,United States of America,0.028217,0.357601,24.17
FMBH,First Mid-Illinois Bancshares Inc,Financial,Regional - Midwest Banks,United States of America,0.026302,0.289672,39.88
FMBI,First Midwest Bancorp Inc,Financial,Regional - Midwest Banks,United States of America,0.027451,0.672719,21.5
FMC,FMC Corp,Basic Materials,Chemicals - Major Diversified,United States of America,0.017862,0.430803,102.69
FMNB,Farmers National Banc Corp,Financial,Regional - Midwest Banks,United States of America,0.029139,0.300642,15.66
FNB,F.N.B. Corp,Financial,Regional - Southeast Banks,United States of America,0.039506,0.576923,12.62
FNCB,FNCB Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.027574,0.317494,8.19
FNF,Fidelity National Financial Inc,Financial,Surety & Title Insurance,United States of America,0.036261,0.277548,37.46
FNLC,First Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.045022,0.496368,28.36
FNWB,First Northwest Bancorp,Financial,Savings & Loans,United States of America,0.015562,0.228437,17.99
FPI,Farmland Partners Inc,Financial,REIT - Diversified,United States of America,0.016515,1.682554,12.69
FR,First Industrial Realty Trust Inc,Financial,REIT - Industrial,United States of America,0.023585,0.636152,42.87
FRAF,Franklin Financial Services Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.04,0.284505,31.83
FRME,First Merchants Corp,Financial,Regional - Midwest Banks,United States of America,0.023535,0.380498,45.77
FRT,Federal Realty Investment Trust,Financial,REIT - Retail,United States of America,0.040702,2.540026,105.75
FSBW,FS Bancorp Inc,Financial,Regional - Pacific Banks,United States of America,0.014062,0.105536,67.9
FSP,Franklin Street Properties Corp,Financial,REIT - Office,United States of America,0.062609,1.184363,6.05
FSS,Federal Signal Corp,Industrial Goods,Pollution & Treatment Controls,United States of America,0.008707,0.201663,37.08
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,United States of America,0.205869,0.101283,67.19
FUL,HB Fuller Co,Basic Materials,Specialty Chemicals,United States of America,0.011705,0.270309,57.68
FULT,Fulton Financial Corp,Financial,Regional - Northeast Banks,United States of America,0.034335,0.51088,16.99
FUNC,First United Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.027542,0.3012,18.88
FUSB,First US Bancshares Inc,Financial,Regional - Mid-Atlantic Banks,United States of America,0.013408,0.25775,8.95
FWRD,Forward Air Corp,Services,Air Delivery & Freight Services,United States of America,0.008919,1.411916,87.78
FXNC,First National Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.02521,0.228795,17.85
GABC,German American Bancorp Inc,Financial,Regional - Midwest Banks,United States of America,0.018786,0.323678,43.46
GATX,GATX Corp,Consumer Goods,"Recreational Goods, Other",United States of America,0.020297,0.469266,97.42
GBCI,Glacier Bancorp Inc,Financial,Regional - Pacific Banks,United States of America,0.023333,0.492729,59.85
GBL,GAMCO Investors Inc,Financial,Asset Management,United States of America,0.051363,0.033622,19.34
GCBC,Greene County Bancorp Inc,Financial,Savings & Loans,United States of America,0.019381,0.090964,25.35
GD,General Dynamics Corp,Industrial Goods,Aerospace/Defense Products & Services,United States of America,0.026543,0.391538,170.55
GEO,Geo Group Inc,Financial,REIT - Healthcare Facilities,United States of America,0.265707,1.915653,7.72
GFED,Guaranty Federal Bancshares Inc,Financial,Regional - Southwest  Banks,United States of America,0.032241,0.30847,18.72
GGG,Graco Inc,Industrial Goods,Diversified Machinery,United States of America,0.01086,0.354005,66.28
GHC,Graham Holdings Co,Services,Publishing - Newspapers,United States of America,0.010339,0.099911,571.02
GHL,Greenhill & Co Inc,Financial,Investment Brokerage - Regional,United States of America,0.012979,0.131104,15.75
GILD,Gilead Sciences Inc,Healthcare,Biotechnology,United States of America,0.043018,38.752809,64.63
GIS,General Mills Inc,Consumer Goods,Processed & Packaged Goods,United States of America,0.036173,0.528481,56.79
GL,Globe Life Inc,Financial,Life Insurance,United States of America,0.007936,0.106853,97.38
GLBZ,Glen Burnie Bancorp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.033058,0.603614,12.49
GLP,Global Partners LP,Services,Basic Materials Wholesale,United States of America,0.094142,0.760315,20.33
GLPI,Gaming and Leisure Properties Inc,Financial,REIT - Diversified,United States of America,0.063418,0.455837,43.14
GLT,P H Glatfelter Co,Consumer Goods,Paper & Paper Products,United States of America,0.031864,1.103014,17.37
GLW,Corning Inc,Technology,Diversified Electronics,United States of America,0.024351,1.537109,37.46
GM,General Motors Co,Consumer Goods,Auto Manufacturers - Major,United States of America,0.029327,0.105838,53.86
GNE,Genie Energy Ltd,Basic Materials,Independent Oil & Gas,United States of America,0.042913,4.626829,7.73
GNL,Global Net Lease Inc,Financial,REIT - Diversified,United States of America,0.08796,16.044721,18.26
GNTX,Gentex Corp,Consumer Goods,Auto Parts,United States of America,0.013865,0.337152,35.29
GOLF,Acushnet Holdings Corp,Services,Sporting Goods Stores,United States of America,0.0157,0.504854,41.02
GOOD,Gladstone Commercial Corp,Financial,REIT - Diversified,United States of America,0.076614,4.254721,19.48
GORO,Gold Resource Corp,Basic Materials,Gold,United States of America,0.015057,0.640055,2.64
GPI,Group 1 Automotive Inc,Services,Auto Dealerships,United States of America,0.004073,0.038394,156.82
GPK,Graphic Packaging Holding Co,Consumer Goods,Packaging & Containers,United States of America,0.018293,0.253389,16.71
GPN,Global Payments Inc,Services,Business Services,United States of America,0.004009,0.428714,198.29
GPP,Green Plains Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.046602,0.481202,11.02
GRC,Gorman-Rupp Co,Industrial Goods,Diversified Machinery,United States of America,0.018547,0.611164,34.16
GROW,U.S. Global Investors Inc,Financial,Asset Management,United States of America,0.005094,0.016259,6.42
GS,Goldman Sachs Group Inc,Financial,Investment Brokerage - National,United States of America,0.015184,0.246961,327.51
GSBC,Great Southern Bancorp Inc,Financial,Regional - Southwest  Banks,United States of America,0.043223,0.459785,56.72
GSHD,Goosehead Insurance Inc,,,United States of America,0.009375,2.383204,120.14
GTY,Getty Realty Corp,Financial,REIT - Retail,United States of America,0.052761,0.902548,28.6
GWRS,Global Water Resources Inc,Utilities,Water Utilities,United States of America,0.017628,5.917647,16.53
GWW,W W Grainger Inc,Services,Industrial Equipment Wholesale,United States of America,0.015912,0.447682,399.09
HAFC,Hanmi Financial Corp,Financial,Regional - Pacific Banks,United States of America,0.021088,0.378235,18.78
HAS,Hasbro Inc,Consumer Goods,Toys & Games,United States of America,0.029488,1.652991,94.78
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,Financial,REIT - Diversified,United States of America,0.02555,1.206721,53.09
HBAN,Huntington Bancshares Inc,Financial,Regional - Midwest Banks,United States of America,0.038023,0.854345,16.23
HBB,Hamilton Beach Brands Holding Co,Consumer Goods,Housewares & Accessories,United States of America,0.021919,0.430202,17.38
HBCP,Home Bancorp Inc,Financial,Savings & Loans,United States of America,0.025389,0.405236,34.95
HBNC,Horizon Bancorp,Financial,Regional - Northeast Banks,United States of America,0.026144,0.309245,19.16
HBT,HBT Financial Inc,,,United States of America,0.035294,4.52688,17.33
HCA,HCA Healthcare Inc,Healthcare,Hospitals,United States of America,0.004365,0.17757,183.75
HCI,HCI Group Inc,Financial,Property & Casualty Insurance,United States of America,0.022561,0.395656,68.94
HCKT,Hackett Group Inc,Services,Management Services,United States of America,0.017367,1.289731,16.46
HCSG,Healthcare Services Group Inc,Services,Business Services,United States of America,0.029273,0.615158,28.92
HD,Home Depot Inc,Services,Home Improvement Stores,United States of America,0.023911,0.505845,253.52
HE,Hawaiian Electric Industries Inc,Utilities,Electric Utilities,United States of America,0.036609,0.74149,37.24
HEP,Holly Energy Partners LP,Basic Materials,Oil & Gas Pipelines,United States of America,0.077008,1.027842,18.49
HESM,Hess Midstream Partners LP,Basic Materials,Independent Oil & Gas,United States of America,0.077293,1.018148,22.67
HFWA,Heritage Financial Corp,Financial,Regional - Pacific Banks,United States of America,0.029261,0.619691,28.51
HIG,Hartford Financial Services Group Inc,Financial,Property & Casualty Insurance,United States of America,0.025456,0.263097,53.66
HII,Huntington Ingalls Industries Inc,Industrial Goods,Aerospace/Defense Products & Services,United States of America,0.024196,0.247126,185.59
HIW,Highwoods Properties Inc,Financial,REIT - Office,United States of America,0.0459,0.582299,42.34
HMN,Horace Mann Educators Corp,Financial,Property & Casualty Insurance,United States of America,0.029,0.372201,42.93
HMST,HomeStreet Inc,Financial,Savings & Loans,United States of America,0.0155,0.166551,46.19
HNI,HNI Corp,Consumer Goods,Business Equipment,United States of America,0.032849,1.242778,38.42
HOG,Harley-Davidson Inc,Consumer Goods,Recreational Vehicles,United States of America,0.005979,104.910632,35
HOMB,Home BancShares Inc,Financial,Money Center Banks,United States of America,0.02093,0.40885,26.53
HON,Honeywell International Inc,Industrial Goods,Diversified Machinery,United States of America,0.018035,0.532785,206.62
HOPE,Hope Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.039787,0.620383,14.74
HPP,Hudson Pacific Properties Inc,Financial,REIT - Office,United States of America,0.03867,11.090627,26.28
HPQ,HP Inc,Technology,Diversified Computer Systems,United States of America,0.025736,0.350563,29.75
HR,Healthcare Realty Trust Inc,Financial,REIT - Healthcare Facilities,United States of America,0.041408,2.251638,29.14
HRC,Hill-Rom Holdings Inc,Healthcare,Medical Instruments & Supplies,United States of America,0.008752,0.241736,104.21
HRTG,Heritage Insurance Holdings Inc,Financial,Property & Casualty Insurance,United States of America,0.023166,0.358897,10.76
HSY,Hershey Co,Consumer Goods,Confectioners,United States of America,0.021802,0.502372,150.33
HTBI,Hometrust Bancshares Inc,Financial,Regional - Northeast Banks,United States of America,0.012728,0.15005,25
HTBK,Heritage Commerce Corp,Financial,Regional - Pacific Banks,United States of America,0.054336,1.035217,9.89
HTH,Hilltop Holdings Inc,Financial,Mortgage Investment,United States of America,0.01135,0.069248,34.94
HTLD,Heartland Express Inc,Services,Trucking,United States of America,0.004242,0.091828,19.38
HTLF,Heartland Financial USA Inc,Financial,Regional - Southwest  Banks,United States of America,0.016776,0.231307,50.66
HUBB,Hubbell Inc,Technology,Diversified Electronics,United States of America,0.021615,0.571629,180.46
HUM,Humana Inc,Healthcare,Health Care Plans,United States of America,0.006434,0.095931,399.51
HUN,Huntsman Corp,Basic Materials,Chemicals - Major Diversified,United States of America,0.024363,0.17636,27.35
HVT,Haverty Furniture Companies Inc,Services,Home Furnishing Stores,United States of America,0.07805,0.354913,35.89
HWBK,Hawthorn Bancshares Inc,Financial,Regional - Northeast Banks,United States of America,0.021631,0.228032,23.25
HY,Hyster-Yale Materials Handling Inc,Consumer Goods,Trucks & Other Vehicles,United States of America,0.014636,0.561039,89.48
IBCP,Independent Bank Corp,Financial,Regional - Midwest Banks,United States of America,0.037692,0.325874,22.26
IBKR,Interactive Brokers Group Inc,Financial,Investment Brokerage - National,United States of America,0.005348,0.267176,75.28
IBM,International Business Machines Corp,Technology,Information Technology Services,United States of America,0.054284,1.03703,122.86
IBOC,International Bancshares Corp,Financial,Regional - Southwest  Banks,United States of America,0.035302,0.417932,49.07
IBTX,Independent Bank Group Inc,Financial,Regional - Southeast Banks,United States of America,0.015342,0.224965,74.64
ICBK,County Bancorp Inc,Financial,Savings & Loans,United States of America,0.014021,0.383353,25.46
ICFI,ICF International Inc,Services,Management Services,United States of America,0.006596,0.191979,87.21
IDA,Idacorp Inc,Utilities,Electric Utilities,United States of America,0.03163,0.579124,90.11
IDCC,InterDigital Inc,Technology,Wireless Communications,United States of America,0.022396,1.135236,63.05
IEX,IDEX Corp,Industrial Goods,Diversified Machinery,United States of America,0.01025,0.401924,197.98
IFF,International Flavors & Fragrances Inc,Basic Materials,Specialty Chemicals,United States of America,0.023226,0.878085,133.71
IHC,Independence Holding Co,Financial,Life Insurance,United States of America,0.011114,0.423095,41.13
IIPR,Innovative Industrial Properties Inc,Financial,REIT - Industrial,United States of America,0.024539,1.16866,173.6
ILPT,Industrial Logistics Properties Trust,,,United States of America,0.060219,1.127615,21.93
INBK,First Internet Bancorp,Financial,Regional - Midwest Banks,United States of America,0.006924,0.093605,36.01
INDB,Independent Bank Corp,Financial,Regional - Northeast Banks,United States of America,0.020981,0.502117,90.85
INGR,Ingredion Inc,Consumer Goods,Processed & Packaged Goods,United States of America,0.028504,0.502825,91.5
INSW,International Seaways Inc,Services,Business Services,United States of America,0.013536,0.040008,18.51
INT,World Fuel Services Corp,Basic Materials,Oil & Gas Refining & Marketing,United States of America,0.015029,0.233577,35.23
INTC,Intel Corp,Technology,Semiconductor - Broad Line,United States of America,0.02293,0.266424,60.73
INVH,Invitation Homes Inc,Financial,Property Management,United States of America,0.0218,1.693035,28.41
IOSP,Innospec Inc,Basic Materials,Specialty Chemicals,United States of America,0.010478,0.891986,101.26
IP,International Paper Co,Consumer Goods,Packaging & Containers,United States of America,0.039385,1.672199,54.12
IPAR,Inter Parfums Inc,Consumer Goods,Personal Products,United States of America,0.017288,0.422851,71.48
IPG,Interpublic Group of Companies Inc,Services,Advertising Agencies,United States of America,0.038404,1.178995,27.88
IPLDP,Interstate Power and Light Co,Utilities,Electric Utilities,United States of America,0.050104,0.604167,25.61
IRM,Iron Mountain Inc,Technology,Business Software & Services,United States of America,0.070848,2.095784,35.81
IRT,Independence Realty Trust Inc,Financial,REIT - Residential,United States of America,0.038082,3.806278,14.28
ISBC,Investors Bancorp Inc,,,United States of America,0.036417,0.540098,14.04
ISTR,Investar Holding Corp,Financial,Regional - Southwest  Banks,United States of America,0.01292,0.204574,20.48
ITIC,Investors Title Co,Financial,Surety & Title Insurance,United States of America,0.105154,0.537451,158.66
ITT,ITT Inc,Industrial Goods,Diversified Machinery,United States of America,0.008022,0.798376,87.08
ITW,Illinois Tool Works Inc,Industrial Goods,Diversified Machinery,United States of America,0.02167,0.653864,209.9
IVZ,Invesco Ltd,Financial,Asset Management,United States of America,0.026587,0.735851,23.76
JACK,Jack in the Box Inc,Services,Restaurants,United States of America,0.012246,0.306782,99.13
JBHT,J B Hunt Transport Services Inc,Services,Trucking,United States of America,0.007301,0.225743,155.61
JBT,John Bean Technologies Corp,Industrial Goods,Diversified Machinery,United States of America,0.002842,0.117647,144.5
JCS,Communications Systems Inc,Technology,Communication Equipment,United States of America,0.013423,0.484115,6.02
JJSF,J & J Snack Foods Corp,Consumer Goods,Processed & Packaged Goods,United States of America,0.014817,14.378968,159.74
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - Major,United States of America,0.026393,0.712315,156.08
JNPR,Juniper Networks Inc,Technology,Networking & Communication Devices,United States of America,0.033855,1.024438,23.8
JOE,St. Joe Co,Financial,Real Estate Development,United States of America,0.001499,0.342084,46.66
JPM,JPMorgan Chase & Co,Financial,Money Center Banks,United States of America,0.023911,0.435618,151.02
K,Kellogg Co,Consumer Goods,Processed & Packaged Goods,United States of America,0.039515,0.618671,59.23
KAI,Kadant Inc,Industrial Goods,Diversified Machinery,United States of America,0.005629,0.205027,175.43
KALU,Kaiser Aluminum Corp,Basic Materials,Aluminum,United States of America,0.024495,1.506944,114.21
KAR,KAR Auction Services Inc,Services,"Specialty Retail, Other",United States of America,2.86097,98,14.25
KBH,KB Home,Industrial Goods,Residential Construction,United States of America,0.012143,0.128492,42.66
KDP,Dr Pepper Snapple Group Inc,Consumer Goods,Beverages - Soft Drinks,United States of America,0.01943,0.638491,31.54
KEY,KeyCorp,Financial,Regional - Midwest Banks,United States of America,0.036561,0.617275,20.63
KFFB,Kentucky First Federal Bancorp,Financial,Savings & Loans,United States of America,0.055021,1.475495,7.23
KFRC,Kforce Inc,Services,Staffing & Outsourcing Services,United States of America,0.015376,0.299559,52.53
KHC,Kraft Heinz Co,Consumer Goods,Food - Major Diversified,United States of America,0.042999,5.423823,37.86
KIM,Kimco Realty Corp,Financial,REIT - Retail,United States of America,0.044015,0.378784,19.02
KKR,KKR & Co LP,Financial,Asset Management,United States of America,0.011566,0.069149,46.93
KMB,Kimberly-Clark Corp,Consumer Goods,Personal Products,United States of America,0.033805,0.605593,131.6
KMI,Kinder Morgan Inc,Basic Materials,Oil & Gas Pipelines,United States of America,0.066922,13.644444,15.87
KMPR,Kemper Corp,Financial,Property & Casualty Insurance,United States of America,0.015846,0.192486,78.79
KNL,Knoll Inc,Consumer Goods,Business Equipment,United States of America,0.019378,2.194805,17.38
KNSL,Kinsale Capital Group Inc,Financial,Property & Casualty Insurance,United States of America,0.002408,0.091304,162.37
KNX,Knight Transportation Inc,Services,Trucking,United States of America,0.007193,0.133014,45.31
KO,Coca-Cola Co,Consumer Goods,Beverages - Soft Drinks,United States of America,0.032839,0.907183,50.79
KRC,Kilroy Realty Corp,Financial,REIT - Office,United States of America,0.030657,1.083384,64.46
KREF,KKR Real Estate Finance Trust Inc,Financial,REIT - Diversified,United States of America,0.092573,1.784749,18.7
KRNY,Kearny Financial Corp,,,United States of America,0.027708,0.519173,12.44
KRO,Kronos Worldwide Inc,Basic Materials,Specialty Chemicals,United States of America,0.04908,1.320127,15.49
KSU,Kansas City Southern,Services,Railroads,United States of America,0.008147,0.246002,211.76
KTB,Kontoor Brands Inc,Consumer Goods,Textile - Apparel Clothing,United States of America,0.019827,0.806325,50.7
KW,Kennedy-Wilson Holdings Inc,Financial,Property Management,United States of America,0.044467,1.471243,19.71
KWR,Quaker Chemical Corp,Basic Materials,Specialty Chemicals,United States of America,0.00604,0.711639,260.84
LAD,Lithia Motors Inc,Services,Auto Dealerships,United States of America,0.003408,0.061875,376.01
LAND,Gladstone Land Corp,Financial,REIT - Diversified,United States of America,0.03591,4.241171,18.3
LARK,Landmark Bancorp Inc,Financial,Regional - Southwest  Banks,United States of America,0.028841,0.210106,27.22
LBAI,Lakeland Bancorp Inc,Financial,Regional - Northeast Banks,United States of America,0.029976,0.443583,17.3
LBC,Luther Burbank Corp,,,United States of America,0.020517,0.287098,11.46
LCII,LCI Industries,Consumer Goods,Recreational Vehicles,United States of America,0.021251,0.444339,134.37
LCNB,LCNB Corp,Financial,Regional - Mid-Atlantic Banks,United States of America,0.042775,0.635425,18.23
LDOS,Leidos Holdings Inc,Technology,Information & Delivery Services,United States of America,0.015267,0.311606,90.72
LEA,Lear Corp,Consumer Goods,Auto Parts,United States of America,0.003016,0.814878,176.73
LECO,Lincoln Electric Holdings Inc,Industrial Goods,Small Tools & Accessories,United States of America,0.017188,0.572988,119.63
LEG,Leggett & Platt Inc,Consumer Goods,Home Furnishings & Fixtures,United States of America,0.036199,0.853855,47.31
LEN,Lennar Corp,Industrial Goods,Residential Construction,United States of America,0.009326,0.096205,85.97
LFUS,Littelfuse Inc,Services,Electronics Wholesale,United States of America,0.007631,0.360339,257.36
LHX,L3Harris Technologies Inc,Technology,Communication Equipment,United States of America,0.018505,0.667587,187.14
LII,Lennox International Inc,Industrial Goods,Diversified Machinery,United States of America,0.011064,0.331462,282.87
LKFN,Lakeland Financial Corp,Financial,Regional - Midwest Banks,United States of America,0.017801,0.362581,72.35
LLY,Eli Lilly and Co,Healthcare,Drug Manufacturers - Major,United States of America,0.015309,0.433844,207.07
LMAT,LeMaitre Vascular Inc,Healthcare,Medical Instruments & Supplies,United States of America,0.008116,0.396809,46.77
LMNX,Luminex Corp,Healthcare,Medical Instruments & Supplies,United States of America,0.011512,1.086684,32.23
LMRK,Landmark Infrastructure Partners LP,Financial,Property Management,United States of America,0.063241,1.268597,12.47
LMT,Lockheed Martin Corp,Industrial Goods,Aerospace/Defense Products & Services,United States of America,0.029564,0.404508,340.49
LNC,Lincoln National Corp,Financial,Life Insurance,United States of America,0.028551,0.623246,58.59
LNT,Alliant Energy Corp,Utilities,Electric Utilities,United States of America,0.03268,0.604167,48.39
